item_id,item_name,category,warehouse_id,stock_level,restock_threshold,supplier_id,cost_per_unit,selling_price,profit_margin,last_restock_date
I0813,Item_813,Furniture,W007,101,26,S020,381.4,72.28,0.46,2024-12-05 18:21:16.959907
I0814,Item_814,Furniture,W001,16,10,S009,339.82,195.47,0.21,2025-01-19 18:21:16.959912
I0815,Item_815,Furniture,W007,267,25,S007,153.98,42.15,0.43,2024-12-19 18:21:16.959917
I0816,Item_816,Clothing,W005,181,36,S004,96.1,745.92,0.31,2024-10-18 18:21:16.959923
I0817,Item_817,Electronics,W005,371,39,S019,379.44,726.1,0.28,2024-09-22 18:21:16.959928
I0818,Item_818,Food,W002,23,19,S019,239.71,144.7,0.23,2024-06-24 18:21:16.959934
I0819,Item_819,Electronics,W004,28,9,S006,116.77,837.72,0.33,2024-11-05 18:21:16.959939
I0820,Item_820,Furniture,W006,170,10,S013,310.23,163.24,0.39,2024-09-09 18:21:16.959944
I0821,Item_821,Clothing,W010,408,29,S011,24.97,308.16,0.26,2024-10-05 18:21:16.959949
I0822,Item_822,Toys,W007,227,44,S013,166.45,256.49,0.35,2024-03-05 18:21:16.959957
I0823,Item_823,Clothing,W005,377,33,S013,236.94,378.58,0.38,2024-08-11 18:21:16.959966
I0824,Item_824,Furniture,W009,187,11,S020,78.24,262.12,0.38,2024-11-07 18:21:16.959975
I0825,Item_825,Clothing,W003,345,44,S015,492.4,494.06,0.12,2024-12-07 18:21:16.959984
I0826,Item_826,Clothing,W001,229,17,S013,108.5,413.33,0.44,2024-09-16 18:21:16.959993
I0827,Item_827,Furniture,W004,320,42,S011,69.52,986.7,0.28,2025-02-05 18:21:16.960002
I0828,Item_828,Clothing,W009,339,22,S019,105.75,65.37,0.2,2024-10-20 18:21:16.960008
I0829,Item_829,Food,W004,118,6,S008,385.69,150.76,0.2,2024-08-03 18:21:16.960014
I0830,Item_830,Food,W002,155,12,S020,215.63,62.3,0.29,2025-01-26 18:21:16.960019
I0831,Item_831,Clothing,W010,271,15,S008,284.88,629.58,0.45,2024-08-01 18:21:16.960024
I0832,Item_832,Toys,W005,174,37,S010,15.4,63.96,0.25,2024-05-20 18:21:16.960030
I0833,Item_833,Furniture,W003,464,42,S016,22.04,838.08,0.4,2024-09-26 18:21:16.960035
I0834,Item_834,Food,W009,103,31,S019,225.68,516.82,0.14,2024-06-29 18:21:16.960040
I0835,Item_835,Toys,W004,91,24,S011,409.24,531.74,0.29,2024-06-03 18:21:16.960047
I0836,Item_836,Clothing,W006,185,16,S013,443.19,565.98,0.5,2024-08-26 18:21:16.960053
I0837,Item_837,Toys,W002,459,47,S009,47.92,179.11,0.41,2024-11-11 18:21:16.960058
I0838,Item_838,Electronics,W006,282,35,S020,271.49,205.71,0.18,2024-07-03 18:21:16.960064
I0839,Item_839,Food,W003,180,31,S019,457.05,325.63,0.3,2024-09-04 18:21:16.960069
I0840,Item_840,Clothing,W009,169,36,S016,197.05,597.56,0.19,2024-09-19 18:21:16.960074
I0841,Item_841,Furniture,W002,186,14,S007,415.64,218.02,0.26,2024-09-05 18:21:16.960080
I0842,Item_842,Clothing,W009,174,7,S019,71.18,125.17,0.41,2024-04-19 18:21:16.960087
I0843,Item_843,Furniture,W005,221,49,S012,468.02,970.42,0.41,2024-09-20 18:21:16.960096
I0844,Item_844,Clothing,W008,232,31,S015,376.95,31.76,0.19,2024-06-11 18:21:16.960105
I0845,Item_845,Toys,W002,161,39,S014,470.96,804.67,0.47,2024-09-13 18:21:16.960115
I0846,Item_846,Toys,W006,420,35,S011,339.93,790.15,0.34,2024-09-30 18:21:16.960124
I0847,Item_847,Toys,W003,133,19,S010,184.88,304.24,0.25,2024-09-23 18:21:16.960131
I0848,Item_848,Electronics,W010,390,20,S011,469.4,144.27,0.3,2025-01-17 18:21:16.960137
I0849,Item_849,Furniture,W005,479,17,S006,141.41,154.17,0.34,2024-10-16 18:21:16.960142
I0850,Item_850,Toys,W008,223,39,S002,169.43,700.46,0.32,2024-03-03 18:21:16.960148
I0851,Item_851,Electronics,W010,152,15,S011,351.9,646.38,0.29,2024-06-14 18:21:16.960153
I0852,Item_852,Furniture,W001,32,25,S019,383.83,784.92,0.3,2024-07-31 18:21:16.960159
I0853,Item_853,Clothing,W005,54,15,S006,465.05,938.11,0.17,2024-11-21 18:21:16.960164
I0854,Item_854,Electronics,W003,441,34,S014,106.38,695.01,0.43,2024-03-13 18:21:16.960170
I0855,Item_855,Food,W004,6,39,S020,400.01,164.29,0.32,2024-04-03 18:21:16.960175
I0856,Item_856,Electronics,W002,243,26,S006,370.58,251.01,0.15,2024-09-06 18:21:16.960181
I0857,Item_857,Electronics,W009,312,42,S017,36.58,843.77,0.41,2024-06-19 18:21:16.960187
I0858,Item_858,Furniture,W003,125,35,S010,196.68,217.21,0.47,2024-08-18 18:21:16.960193
I0859,Item_859,Clothing,W002,11,18,S001,144.97,81.8,0.48,2024-08-09 18:21:16.960202
I0860,Item_860,Food,W010,15,28,S003,155.72,706.25,0.25,2024-07-18 18:21:16.960210
I0861,Item_861,Toys,W009,207,36,S008,491.56,408.5,0.15,2025-01-31 18:21:16.960220
I0862,Item_862,Toys,W007,42,40,S008,323.17,920.84,0.31,2024-06-25 18:21:16.960230
I0863,Item_863,Electronics,W006,372,36,S020,360.25,653.75,0.15,2024-04-06 18:21:16.960236
I0864,Item_864,Furniture,W001,483,19,S015,488.43,99.51,0.47,2024-10-19 18:21:16.960242
I0865,Item_865,Furniture,W005,460,47,S007,191.71,948.38,0.17,2024-11-23 18:21:16.960247
I0866,Item_866,Toys,W003,134,39,S011,401.91,265.97,0.2,2024-04-30 18:21:16.960253
I0867,Item_867,Food,W001,227,7,S007,220.09,343.84,0.26,2024-10-14 18:21:16.960258
I0868,Item_868,Clothing,W004,110,20,S004,435.42,408.24,0.25,2024-12-31 18:21:16.960264
I0869,Item_869,Food,W002,306,9,S012,94.43,60.71,0.42,2024-09-19 18:21:16.960274
I0870,Item_870,Clothing,W002,456,25,S006,474.1,501.55,0.28,2025-01-26 18:21:16.960282
I0871,Item_871,Toys,W003,159,14,S014,113.29,132.09,0.17,2024-07-28 18:21:16.960291
I0872,Item_872,Clothing,W008,330,23,S012,166.48,406.96,0.21,2024-09-23 18:21:16.960300
I0873,Item_873,Furniture,W008,263,29,S011,379.32,357.2,0.3,2024-05-07 18:21:16.960310
I0874,Item_874,Electronics,W007,224,8,S019,199.91,775.11,0.16,2024-07-17 18:21:16.960320
I0875,Item_875,Electronics,W006,470,33,S005,306.06,805.14,0.34,2024-11-01 18:21:16.960329
I0876,Item_876,Toys,W009,216,23,S014,225.06,161.88,0.33,2024-09-19 18:21:16.960339
I0877,Item_877,Furniture,W004,455,47,S016,372.47,372.89,0.39,2024-06-10 18:21:16.960349
I0878,Item_878,Food,W001,44,6,S013,118.02,379.62,0.48,2024-06-18 18:21:16.960359
I0879,Item_879,Furniture,W008,213,14,S020,33.94,159.9,0.46,2024-10-25 18:21:16.960368
I0880,Item_880,Electronics,W007,58,47,S004,153.47,800.47,0.48,2024-05-01 18:21:16.960378
I0881,Item_881,Electronics,W007,131,29,S011,239.78,710.16,0.2,2024-06-06 18:21:16.960387
I0882,Item_882,Furniture,W003,103,24,S017,88.17,198.48,0.15,2025-01-06 18:21:16.960397
I0883,Item_883,Furniture,W004,194,23,S007,180.62,373.05,0.22,2024-04-01 18:21:16.960406
I0884,Item_884,Electronics,W010,412,27,S014,202.99,114.75,0.46,2024-05-03 18:21:16.960416
I0885,Item_885,Food,W009,488,28,S011,33.41,631.92,0.49,2024-02-28 18:21:16.960425
I0886,Item_886,Toys,W006,156,15,S009,293.74,130.16,0.44,2024-12-09 18:21:16.960435
I0887,Item_887,Toys,W005,97,38,S013,442.75,986.07,0.14,2024-10-20 18:21:16.960441
I0888,Item_888,Furniture,W003,225,32,S018,80.11,782.88,0.48,2024-08-11 18:21:16.960446
I0889,Item_889,Toys,W009,411,9,S011,300.91,396.34,0.27,2024-07-18 18:21:16.960460
I0890,Item_890,Electronics,W005,204,9,S015,334.05,582.78,0.1,2024-11-25 18:21:16.960466
I0891,Item_891,Electronics,W005,78,25,S019,212.57,912.23,0.28,2025-02-16 18:21:16.960471
I0892,Item_892,Furniture,W004,123,16,S001,352.04,558.56,0.12,2025-01-23 18:21:16.960477
I0893,Item_893,Furniture,W004,470,8,S004,208.31,182.75,0.32,2024-04-10 18:21:16.960482
I0894,Item_894,Furniture,W001,427,46,S014,254.8,384.92,0.24,2024-05-31 18:21:16.960488
I0895,Item_895,Food,W007,217,24,S014,8.64,844.71,0.29,2024-08-17 18:21:16.960493
I0896,Item_896,Toys,W009,3,42,S003,347.4,647.77,0.35,2024-03-12 18:21:16.960498
I0897,Item_897,Furniture,W003,89,29,S017,332.36,654.22,0.45,2024-09-14 18:21:16.960504
I0898,Item_898,Clothing,W002,103,18,S003,24.01,868.15,0.36,2024-12-25 18:21:16.960509
I0899,Item_899,Clothing,W003,392,15,S016,187.28,895.03,0.27,2024-06-05 18:21:16.960515
I0900,Item_900,Electronics,W001,118,36,S014,489.62,920.59,0.43,2024-05-15 18:21:16.960520
I0901,Item_901,Toys,W006,132,15,S020,213.26,103.9,0.46,2024-11-21 18:21:16.960526
I0902,Item_902,Furniture,W007,311,22,S013,253.46,548.68,0.15,2025-01-14 18:21:16.960531
I0903,Item_903,Clothing,W002,95,31,S015,455.42,743.1,0.31,2024-09-28 18:21:16.960536
I0904,Item_904,Toys,W008,467,22,S014,360.04,759.36,0.21,2024-08-04 18:21:16.960542
I0905,Item_905,Electronics,W006,433,27,S019,293.12,610.65,0.12,2024-06-02 18:21:16.960547
I0906,Item_906,Food,W004,330,15,S006,399.91,175.12,0.37,2025-02-22 18:21:16.960552
I0907,Item_907,Toys,W005,142,25,S010,432.86,799.45,0.45,2024-08-30 18:21:16.960558
I0908,Item_908,Toys,W008,287,48,S015,231.16,722.91,0.17,2024-08-14 18:21:16.960563
I0909,Item_909,Food,W003,27,9,S020,240.18,95.27,0.42,2024-03-25 18:21:16.960568
I0910,Item_910,Toys,W003,277,27,S006,196.1,469.17,0.44,2024-08-12 18:21:16.960574
I0911,Item_911,Electronics,W004,232,45,S010,483.52,182.24,0.47,2024-03-18 18:21:16.960579
I0912,Item_912,Electronics,W001,16,29,S007,350.1,344.1,0.21,2024-06-20 18:21:16.960585
I0913,Item_913,Food,W009,58,45,S017,46.2,27.9,0.46,2024-07-27 18:21:16.960590
I0914,Item_914,Furniture,W008,89,14,S018,432.17,406.33,0.23,2024-09-24 18:21:16.960595
I0915,Item_915,Clothing,W008,491,26,S017,242.88,554.38,0.32,2024-09-19 18:21:16.960601
I0916,Item_916,Furniture,W010,198,23,S009,39.03,623.39,0.12,2024-02-28 18:21:16.960606
I0917,Item_917,Toys,W006,361,5,S010,277.11,666.86,0.12,2024-10-08 18:21:16.960612
I0918,Item_918,Clothing,W007,440,11,S010,211.5,837.93,0.39,2024-07-18 18:21:16.960617
I0919,Item_919,Food,W006,25,8,S007,439.49,223.31,0.28,2024-05-27 18:21:16.960622
I0920,Item_920,Food,W009,24,5,S016,105.98,129.28,0.2,2024-09-23 18:21:16.960628
I0921,Item_921,Clothing,W003,393,19,S018,414.1,853.02,0.18,2024-06-20 18:21:16.960633
I0922,Item_922,Electronics,W003,300,44,S006,281.06,165.05,0.37,2024-05-21 18:21:16.960638
I0923,Item_923,Clothing,W003,338,16,S020,32.03,975.01,0.1,2024-04-26 18:21:16.960646
I0924,Item_924,Toys,W010,266,26,S001,486.06,844.11,0.42,2024-05-24 18:21:16.960656
I0925,Item_925,Electronics,W003,460,26,S001,258.74,505.87,0.13,2025-02-22 18:21:16.960666
I0926,Item_926,Food,W009,180,21,S012,148.98,981.61,0.18,2024-11-28 18:21:16.960673
I0927,Item_927,Clothing,W004,455,33,S002,237.36,106.4,0.25,2024-05-13 18:21:16.960678
I0928,Item_928,Furniture,W007,359,18,S004,429.64,310.04,0.29,2024-10-17 18:21:16.960684
I0929,Item_929,Furniture,W009,67,24,S017,155.93,641.84,0.24,2024-12-08 18:21:16.960689
I0930,Item_930,Toys,W007,494,37,S004,100.37,356.51,0.23,2024-06-09 18:21:16.960695
I0931,Item_931,Furniture,W009,350,47,S011,68.89,929.09,0.49,2024-06-28 18:21:16.960701
I0932,Item_932,Clothing,W003,411,19,S004,152.44,74.97,0.36,2024-10-06 18:21:16.960706
I0933,Item_933,Clothing,W004,458,16,S001,391.12,553.92,0.11,2024-07-11 18:21:16.960712
I0934,Item_934,Furniture,W008,490,44,S007,238.46,594.96,0.27,2024-09-14 18:21:16.960717
I0935,Item_935,Clothing,W006,320,24,S018,117.6,656.2,0.45,2024-07-03 18:21:16.960722
I0936,Item_936,Toys,W005,48,34,S009,87.26,263.11,0.22,2024-10-19 18:21:16.960727
I0937,Item_937,Electronics,W004,174,42,S003,169.7,370.92,0.14,2024-08-08 18:21:16.960733
I0938,Item_938,Toys,W008,51,7,S008,470.26,845.24,0.4,2025-01-24 18:21:16.960738
I0939,Item_939,Toys,W001,101,32,S019,174.8,202.99,0.34,2024-10-09 18:21:16.960743
I0940,Item_940,Clothing,W009,215,30,S004,494.12,828.6,0.33,2025-02-03 18:21:16.960749
I0941,Item_941,Electronics,W001,437,34,S018,245.19,567.03,0.12,2024-07-05 18:21:16.960754
I0942,Item_942,Clothing,W008,187,17,S020,93.69,764.57,0.16,2024-08-06 18:21:16.960759
I0943,Item_943,Food,W004,56,17,S011,446.11,716.47,0.35,2024-05-21 18:21:16.960765
I0944,Item_944,Clothing,W009,46,6,S014,232.88,215.44,0.18,2024-10-16 18:21:16.960770
I0945,Item_945,Clothing,W005,158,41,S018,356.29,573.12,0.3,2024-09-29 18:21:16.960775
I0946,Item_946,Clothing,W003,488,42,S016,491.94,869.05,0.32,2025-01-26 18:21:16.960781
I0947,Item_947,Electronics,W009,173,6,S003,29.84,437.8,0.21,2024-02-29 18:21:16.960786
I0948,Item_948,Clothing,W009,241,40,S015,52.86,966.92,0.48,2024-04-22 18:21:16.960792
I0949,Item_949,Electronics,W004,281,30,S004,361.63,457.69,0.44,2024-09-15 18:21:16.960797
I0950,Item_950,Furniture,W004,240,15,S005,144.5,151.36,0.39,2024-03-04 18:21:16.960802
I0951,Item_951,Food,W008,369,12,S017,96.23,395.54,0.13,2024-03-21 18:21:16.960808
I0952,Item_952,Electronics,W002,4,48,S007,24.48,952.19,0.14,2024-12-25 18:21:16.960813
I0953,Item_953,Furniture,W009,83,44,S016,15.81,326.52,0.3,2024-10-22 18:21:16.960819
I0954,Item_954,Electronics,W006,307,47,S014,388.37,869.42,0.16,2024-12-15 18:21:16.960824
I0955,Item_955,Electronics,W009,360,26,S016,71.54,882.44,0.49,2024-04-04 18:21:16.960829
I0956,Item_956,Food,W008,458,24,S007,236.52,356.68,0.16,2024-02-26 18:21:16.960835
I0957,Item_957,Toys,W007,247,12,S009,304.92,92.43,0.29,2024-06-26 18:21:16.960841
I0958,Item_958,Toys,W001,53,33,S004,217.03,727.31,0.25,2024-06-20 18:21:16.960846
I0959,Item_959,Electronics,W003,160,44,S011,18.42,318.4,0.36,2024-07-18 18:21:16.960851
I0960,Item_960,Clothing,W002,433,30,S002,392.83,785.09,0.15,2025-02-03 18:21:16.960857
I0961,Item_961,Furniture,W005,421,34,S012,10.2,448.23,0.27,2024-12-04 18:21:16.960862
I0962,Item_962,Clothing,W005,410,21,S012,382.14,490.41,0.21,2024-03-17 18:21:16.960868
I0963,Item_963,Clothing,W005,225,24,S004,447.19,780.13,0.46,2025-02-14 18:21:16.960873
I0964,Item_964,Electronics,W004,14,20,S018,219.26,388.54,0.12,2025-02-12 18:21:16.960878
I0965,Item_965,Electronics,W005,223,47,S007,270.09,448.7,0.47,2024-06-06 18:21:16.960883
I0966,Item_966,Electronics,W003,60,11,S001,241.11,382.43,0.43,2024-10-02 18:21:16.960889
I0967,Item_967,Electronics,W001,121,20,S013,197.66,373.67,0.22,2024-08-16 18:21:16.960894
I0968,Item_968,Toys,W005,276,49,S006,444.28,530.69,0.42,2024-06-19 18:21:16.960900
I0969,Item_969,Electronics,W009,45,31,S006,447.5,810.71,0.11,2024-11-02 18:21:16.960905
I0970,Item_970,Toys,W009,452,27,S012,171.23,368.15,0.49,2025-01-29 18:21:16.960910
I0971,Item_971,Toys,W004,389,28,S008,309.46,529.01,0.31,2024-05-29 18:21:16.960916
I0972,Item_972,Electronics,W003,293,13,S019,463.82,674.02,0.22,2025-01-22 18:21:16.960921
I0973,Item_973,Food,W001,61,39,S005,481.22,276.75,0.25,2024-12-24 18:21:16.960927
I0974,Item_974,Furniture,W002,85,24,S018,256.93,284.75,0.13,2024-07-10 18:21:16.960947
I0975,Item_975,Clothing,W008,445,41,S005,229.15,934.08,0.5,2024-04-27 18:21:16.960954
I0976,Item_976,Toys,W001,209,46,S010,142.95,726.3,0.12,2024-11-21 18:21:16.960960
I0977,Item_977,Furniture,W008,77,21,S001,479.64,581.41,0.36,2025-01-20 18:21:16.960965
I0978,Item_978,Food,W007,201,35,S010,75.69,651.24,0.28,2024-08-15 18:21:16.960970
I0979,Item_979,Clothing,W008,301,12,S005,292.02,39.01,0.48,2024-12-10 18:21:16.960976
I0980,Item_980,Clothing,W006,396,19,S012,144.86,621.92,0.2,2024-06-20 18:21:16.960981
I0981,Item_981,Toys,W009,222,35,S007,143.11,514.41,0.31,2024-12-03 18:21:16.960987
I0982,Item_982,Electronics,W003,221,34,S009,205.46,550.29,0.29,2025-01-30 18:21:16.960992
I0983,Item_983,Food,W010,2,24,S012,499.4,365.83,0.38,2024-12-29 18:21:16.960997
I0984,Item_984,Toys,W004,477,43,S001,32.21,90.66,0.13,2025-01-23 18:21:16.961003
I0985,Item_985,Food,W006,5,16,S011,291.38,201.41,0.18,2024-04-11 18:21:16.961008
I0986,Item_986,Electronics,W008,92,21,S015,45.87,951.24,0.19,2025-02-12 18:21:16.961014
I0987,Item_987,Electronics,W005,7,46,S002,81.49,414.61,0.4,2024-04-11 18:21:16.961019
I0988,Item_988,Toys,W003,427,34,S020,222.58,472.02,0.18,2024-03-28 18:21:16.961025
I0989,Item_989,Electronics,W006,492,33,S007,257.68,62.18,0.33,2024-11-24 18:21:16.961030
I0990,Item_990,Furniture,W004,234,23,S012,133.1,47.19,0.19,2025-02-23 18:21:16.961035
I0991,Item_991,Clothing,W009,107,15,S018,161.65,720.01,0.44,2024-04-04 18:21:16.961041
I0992,Item_992,Toys,W003,160,38,S003,48.05,542.71,0.48,2024-10-11 18:21:16.961046
I0993,Item_993,Food,W004,208,11,S007,155.09,513.62,0.31,2024-08-12 18:21:16.961052
I0994,Item_994,Furniture,W007,239,48,S011,483.45,250.69,0.24,2024-10-14 18:21:16.961057
I0995,Item_995,Toys,W007,330,38,S018,472.63,747.3,0.19,2024-11-30 18:21:16.961062
I0996,Item_996,Electronics,W004,332,24,S012,170.76,176.55,0.12,2024-05-05 18:21:16.961068
I0997,Item_997,Electronics,W006,49,42,S006,287.57,198.04,0.21,2024-05-21 18:21:16.961076
I0998,Item_998,Electronics,W003,10,28,S005,455.25,466.11,0.36,2024-04-06 18:21:16.961086
I0999,Item_999,Electronics,W006,350,14,S001,8.06,293.42,0.31,2024-08-28 18:21:16.961095
I1000,Item_1000,Food,W002,155,36,S012,406.29,254.99,0.48,2025-02-20 18:21:16.961101
